"bug.id","temp.avg","temp.var","treatment","mass.3","mass.4","mass.5","mass.wand","mass.48em","num.ovp","suc.ovp","instar.em","bled.em","num.em","num.coc","num.fail.spin","num.ecl","num.unem","load","date.hatch.j","date.died.j","date.3.j","date.4.j","date.5.j","date.wand.j","date.ovp.j","date.em.j","date.ecl.j","ttecl","ttem.w","ps.em","ps.ecl","tt3","tt4","tt5","ttwand","ttem.h","diet","ttend","mass.end","died","died.bf5","date.cull.j","mass.cull","left_out","ttcull","mongo","end.class","expt","keep"
"137",30,0,"control",47.1,193.69,2944.59,8943.84,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,31,34,36,NA,0,NA,NA,NA,0,0,3,5,8,10,NA,"col",10,8943.84,0,0,0,NA,NA,NA,0,"wand","repl",1
"138",30,10,"control",47.34,136.8,1066.7,6481.8,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,32,38,47,NA,0,NA,NA,NA,0,0,3,6,12,21,NA,"col",21,6481.8,0,0,0,NA,NA,NA,0,"wand","repl",1
"139",30,0,"para",44.68,123.04,1156.64,NA,2831.43,2,NA,5,0,71,56,15,50,71,142,26,0,29,32,36,0,29,40,44,15,11,0.5,0.352112676056338,3,6,10,NA,14,"col",14,2831.43,0,0,0,NA,1,NA,0,"em","repl",1
"140",30,10,"para",52.73,170.33,1016.5,NA,NA,2,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,33,37,0,29,0,NA,NA,NA,0,0,3,7,11,NA,NA,"col",32,8201.68,0,0,58,8201.68,NA,32,1,"cull","repl",1
"141",30,0,"control",54.56,367.32,1758.95,12684.45,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,32,35,39,NA,0,NA,NA,NA,0,0,3,6,9,13,NA,"col",13,12684.45,0,0,0,NA,NA,NA,0,"wand","repl",1
"142",30,10,"control",43.88,104.87,454.76,6580.15,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,32,36,48,NA,0,NA,NA,NA,0,0,3,6,10,22,NA,"col",22,6580.15,0,0,0,NA,NA,NA,0,"wand","repl",1
"143",30,0,"para",50.23,157.22,1978.36,NA,3886.85,3,NA,5,0,101,68,33,45,103,204,26,0,29,33,37,0,29,41,45,16,12,0.495098039215686,0.220588235294118,3,7,11,NA,15,"col",15,3886.85,0,0,0,NA,NA,NA,0,"em","repl",1
"144",30,10,"para",44.55,155.42,472.36,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,26,52,29,34,41,0,29,0,NA,NA,NA,0,0,3,8,15,NA,NA,"col",NA,NA,1,0,0,NA,NA,NA,1,"dead","repl",1
"145",30,0,"control",39.69,392.38,2150.85,9070.8,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,32,35,38,NA,0,NA,NA,NA,0,0,3,6,9,12,NA,"col",12,9070.8,0,0,0,NA,NA,NA,0,"wand","repl",1
"146",30,10,"control",49.95,147.56,900.13,6658.26,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,32,38,47,NA,0,NA,NA,NA,0,0,3,6,12,21,NA,"col",21,6658.26,0,0,0,NA,NA,NA,0,"wand","repl",1
"147",30,0,"para",47.01,145.21,1524.88,NA,3327.62,1,NA,5,0,78,55,23,44,96,174,26,0,29,32,36,0,29,40,45,16,11,0.448275862068966,0.252873563218391,3,6,10,NA,14,"col",14,3327.62,0,0,0,NA,1,NA,0,"em","repl",1
"148",30,10,"para",46.02,181.69,862.85,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,26,43,29,33,38,0,29,0,NA,NA,NA,0,0,3,7,12,NA,NA,"col",NA,NA,1,0,0,NA,NA,NA,1,"dead","repl",1
"149",30,0,"control",47.63,197.13,3119.87,10976.42,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,31,34,37,NA,0,NA,NA,NA,0,0,3,5,8,11,NA,"col",11,10976.42,0,0,0,NA,NA,NA,0,"wand","repl",1
"150",30,10,"control",41.71,261.23,1758.31,5252.7,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,32,36,42,NA,0,NA,NA,NA,0,0,3,6,10,16,NA,"col",16,5252.7,0,0,0,NA,NA,NA,0,"wand","repl",1
"151",30,0,"para",51.74,151.88,NA,NA,774.52,1,NA,4,0,40,38,2,34,10,50,26,0,29,33,NA,0,29,38,42,13,9,0.8,0.68,3,7,NA,NA,12,"col",12,774.52,0,NA,0,NA,NA,NA,0,"em","repl",1
"152",30,10,"para",37.27,130.16,684.04,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,26,45,29,32,36,0,29,0,NA,NA,NA,0,0,3,6,10,NA,NA,"col",NA,NA,1,0,0,NA,NA,NA,1,"dead","repl",1
"153",30,0,"control",44.58,187.11,1876.17,10732.6,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,31,35,38,NA,0,NA,NA,NA,0,0,3,5,9,12,NA,"col",12,10732.6,0,0,0,NA,NA,NA,0,"wand","repl",1
"154",30,10,"control",44.11,169.44,1368.01,7810.52,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,32,36,41,NA,0,NA,NA,NA,0,0,3,6,10,15,NA,"col",15,7810.52,0,0,0,NA,NA,NA,0,"wand","repl",1
"155",30,0,"para",44.7,242.12,NA,NA,756.78,1,NA,4,0,39,36,3,30,13,52,26,0,29,34,NA,0,29,38,42,13,9,0.75,0.576923076923077,3,8,NA,NA,12,"col",12,756.78,0,NA,0,NA,NA,NA,0,"em","repl",1
"156",30,10,"para",52.17,232.91,1016.27,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,33,41,0,29,0,NA,NA,NA,0,0,3,7,15,NA,NA,"col",22,1102.21,0,0,48,1102.21,NA,22,1,"cull","repl",1
"157",30,0,"para",46.09,226.16,NA,NA,875.58,1,NA,4,0,29,19,10,14,18,47,26,0,29,34,NA,0,29,39,43,14,10,0.617021276595745,0.297872340425532,3,8,NA,NA,13,"col",13,875.58,0,NA,0,NA,1,NA,0,"em","repl",1
"158",30,10,"para",44.67,176.42,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,26,38,29,35,NA,0,29,0,NA,NA,NA,0,0,3,9,NA,NA,NA,"col",NA,NA,1,1,0,NA,NA,NA,0,"dead","repl",0
"159",30,10,"para",48.25,244.83,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,26,52,29,35,NA,0,29,0,NA,NA,NA,0,0,3,9,NA,NA,NA,"col",NA,NA,1,1,0,NA,NA,NA,0,"dead","repl",0
"160",30,0,"para",44.03,185.42,NA,NA,1153.19,1,NA,4,0,57,54,3,53,16,73,26,0,29,33,NA,0,29,38,42,13,9,0.780821917808219,0.726027397260274,3,7,NA,NA,12,"col",12,1153.19,0,NA,0,NA,NA,NA,0,"em","repl",1
"161",30,0,"control",47.48,184.93,2376.17,14482.4,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,31,35,38,NA,0,NA,NA,NA,0,0,3,5,9,12,NA,"col",12,14482.4,0,0,0,NA,NA,NA,0,"wand","repl",1
"162",30,10,"control",43.49,166.45,1314.45,8198.23,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,32,39,46,NA,0,NA,NA,NA,0,0,3,6,13,20,NA,"col",20,8198.23,0,0,0,NA,NA,NA,0,"wand","repl",1
"163",30,0,"para",46.1,130.44,974.6,NA,2726.57,1,NA,5,0,106,75,31,61,16,122,26,0,29,33,37,0,29,41,45,16,12,0.868852459016393,0.5,3,7,11,NA,15,"col",15,2726.57,0,0,0,NA,NA,NA,0,"em","repl",1
"164",30,0,"control",45.26,367.93,1061.14,9142.86,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,32,36,42,NA,0,NA,NA,NA,0,0,3,6,10,16,NA,"col",16,9142.86,0,0,0,NA,NA,NA,0,"wand","repl",1
"165",30,10,"control",35.62,361.64,1138.36,8050.5,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,32,35,40,NA,0,NA,NA,NA,0,0,3,6,9,14,NA,"col",14,8050.5,0,0,0,NA,NA,NA,0,"wand","repl",1
"166",30,0,"para",40.61,180.91,NA,NA,919.93,1,NA,4,1,26,22,4,16,12,38,26,0,29,33,NA,0,29,38,42,13,9,0.684210526315789,0.421052631578947,3,7,NA,NA,12,"col",12,919.93,0,NA,0,NA,NA,NA,0,"em","repl",1
"167",30,10,"para",41.12,353.07,918.62,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,35,38,0,29,0,NA,NA,NA,0,0,3,9,12,NA,NA,"col",33,18904.43,0,0,59,18904.43,NA,33,1,"cull","repl",1
"168",30,0,"control",34.82,371.58,2964.82,12457.5,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,32,35,38,NA,0,NA,NA,NA,0,0,3,6,9,12,NA,"col",12,12457.5,0,0,0,NA,NA,NA,0,"wand","repl",1
"169",30,10,"control",44.44,203.86,1462.56,6340.18,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,32,36,41,NA,0,NA,NA,NA,0,0,3,6,10,15,NA,"col",15,6340.18,0,0,0,NA,NA,NA,0,"wand","repl",1
"170",30,0,"para",41.19,456.8,2979.12,9632.12,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,32,35,38,29,0,NA,NA,NA,0,0,3,6,9,12,NA,"col",12,9632.12,0,0,0,NA,NA,NA,0,"wand","repl",1
"171",30,10,"para",39.59,110.02,428.36,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,32,36,0,29,0,NA,NA,NA,0,0,3,6,10,NA,NA,"col",31,9560.21,0,0,57,9560.21,NA,31,1,"cull","repl",1
"172",30,0,"control",54.37,213.87,3439.24,12411.5,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,31,35,38,NA,0,NA,NA,NA,0,0,3,5,9,12,NA,"col",12,12411.5,0,0,0,NA,NA,NA,0,"wand","repl",1
"173",30,10,"control",45.57,178.66,1448.59,8548.58,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,32,37,43,NA,0,NA,NA,NA,0,0,3,6,11,17,NA,"col",17,8548.58,0,0,0,NA,NA,NA,0,"wand","repl",1
"174",30,0,"para",46.86,225.06,2444.37,NA,3895.35,1,NA,5,0,71,46,25,35,33,104,26,0,29,33,37,0,29,40,45,16,11,0.682692307692308,0.336538461538462,3,7,11,NA,14,"col",14,3895.35,0,0,0,NA,1,NA,0,"em","repl",1
"175",30,10,"para",47.06,216.34,1309.16,7211.92,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,33,37,51,29,0,NA,NA,NA,0,0,3,7,11,25,NA,"col",25,7211.92,0,0,0,NA,NA,NA,0,"wand","repl",1
"176",30,0,"control",44.26,177.1,4243.81,12985.8,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,31,35,38,NA,0,NA,NA,NA,0,0,3,5,9,12,NA,"col",12,12985.8,0,0,0,NA,NA,NA,0,"wand","repl",1
"177",30,10,"control",35.51,236.18,989.11,7549.71,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,32,36,42,NA,0,NA,NA,NA,0,0,3,6,10,16,NA,"col",16,7549.71,0,0,0,NA,NA,NA,0,"wand","repl",1
"178",30,0,"para",48.69,219.63,804.46,NA,1565.84,2,NA,5,0,45,36,9,31,7,52,26,0,29,34,37,0,29,40,45,16,11,0.865384615384615,0.596153846153846,3,8,11,NA,14,"col",14,1565.84,0,0,0,NA,1,NA,0,"em","repl",1
"179",30,10,"para",42.23,163.3,832.76,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,32,36,0,29,0,NA,NA,NA,0,0,3,6,10,NA,NA,"col",25,2787.28,0,0,51,2787.28,NA,25,1,"cull","repl",1
"180",30,10,"para",43.31,280.64,2046.94,9656.83,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,33,38,53,29,0,NA,NA,NA,0,0,3,7,12,27,NA,"col",27,9656.83,0,0,0,NA,NA,NA,0,"wand","repl",1
"181",30,0,"control",40.37,158.86,4461.34,12873.6,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,31,35,38,NA,0,NA,NA,NA,0,0,3,5,9,12,NA,"col",12,12873.6,0,0,0,NA,NA,NA,0,"wand","repl",1
"182",30,10,"control",43.14,187.24,1170.85,6406.41,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,32,36,41,NA,0,NA,NA,NA,0,0,3,6,10,15,NA,"col",15,6406.41,0,0,0,NA,NA,NA,0,"wand","repl",1
"183",30,0,"control",42.58,761.8,3838.28,12956.7,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,32,35,38,NA,0,NA,NA,NA,0,0,3,6,9,12,NA,"col",12,12956.7,0,0,0,NA,NA,NA,0,"wand","repl",1
"184",30,10,"control",52.63,162.57,1189.92,5655.54,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,32,37,45,NA,0,NA,NA,NA,0,0,3,6,11,19,NA,"col",19,5655.54,0,0,0,NA,NA,NA,0,"wand","repl",1
"186",30,10,"para",44.64,142.88,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,26,41,29,35,NA,0,29,0,NA,NA,NA,0,0,3,9,NA,NA,NA,"col",NA,NA,1,1,0,NA,NA,NA,0,"dead","repl",0
"187",30,0,"para",43.04,247.11,NA,NA,552.96,2,NA,4,1,39,35,4,28,14,53,26,0,29,34,NA,0,29,38,42,13,9,0.735849056603774,0.528301886792453,3,8,NA,NA,12,"col",12,552.96,0,NA,0,NA,NA,NA,0,"em","repl",1
"188",30,10,"para",46.21,112.87,1222.3,7046.84,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,26,0,29,33,39,59,29,0,NA,NA,NA,0,0,3,7,13,33,NA,"col",33,7046.84,0,0,0,NA,NA,NA,0,"wand","repl",1
"189",30,0,"para",41.93,354.6,1612.53,NA,4212.39,3,NA,5,0,126,115,11,95,142,268,26,0,29,32,35,0,29,39,44,15,10,0.470149253731343,0.354477611940299,3,6,9,NA,13,"col",13,4212.39,0,0,0,NA,1,NA,0,"em","repl",1
"190",30,10,"para",41,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,26,32,29,NA,NA,0,29,0,NA,NA,NA,0,0,3,NA,NA,NA,NA,"col",NA,NA,1,1,0,NA,NA,NA,0,"dead","repl",0
